34200.000000000,1,1,190,305000,1
34200.002478602,1,2,102,305200,-1
34200.057716881,1,3,54,304900,1
34200.057738014,1,4,284,305300,-1
34200.069112304,1,5,160,304800,1
34200.174230412,1,6,953,305400,-1
34200.177336739,1,7,150,304700,1
34200.183740647,1,8,795,305500,-1
34200.208988242,1,9,673,304600,1
34200.209128653,1,10,1070,305600,-1
34200.209152613,1,11,677,304500,1
34200.233985639,1,12,27,305700,-1
34200.323760926,1,13,1440,304400,1
34200.335293931,1,14,284,305800,-1
34200.359825290,1,15,1619,304300,1
34200.359928082,1,16,174,305900,-1
34200.420545274,1,17,140,304200,1
34200.520308143,1,18,858,306000,-1
34200.595965005,1,19,608,304100,1
34200.595988055,1,20,567,306100,-1
34200.628465680,3,2,102,305200,-1
34200.707214635,1,21,32,305000,1
34200.749854804,1,22,1270,304700,1
34200.795715735,1,23,63,304900,1
34200.859155462,3,20,567,306100,-1
34200.966536620,3,4,284,305300,-1
34200.966692509,1,24,73,305600,-1
34200.966717476,1,25,585,305800,-1
34200.966926175,1,26,590,305000,1
34201.028422346,1,27,193,305000,1
34201.040742320,3,6,953,305400,-1
34201.163312184,1,28,141,305600,-1
34201.163433330,1,29,39,305600,-1
34201.253825799,1,30,201,305400,-1
34201.297400295,1,31,594,304800,1
34201.339277119,3,1,190,305000,1
34201.458497168,4,27,193,305000,1
34201.493116264,1,32,77,305700,-1
34201.600711393,1,33,77,305700,-1
34201.644128849,1,34,700,305500,-1
34201.669545991,3,30,201,305400,-1
34201.693999190,1,35,250,305400,-1
34201.797065295,3,21,32,305000,1
34201.821279988,3,26,590,305000,1
34201.821304044,1,36,39,305300,-1
34201.952627844,3,36,39,305300,-1
34201.964325413,1,37,157,305300,-1
34202.093814583,1,38,10,305400,-1
34202.093889005,3,37,157,305300,-1
34202.160791548,1,39,228,305700,-1
34202.222413848,1,40,139,305400,-1
34202.222519946,1,41,198,305300,-1
34202.239255897,1,42,402,304700,1
34202.242474552,1,43,1071,305400,-1
34202.248711118,1,44,606,304700,1
34202.253093693,1,45,871,304700,1
34202.263623795,4,23,63,304900,1
34202.263798230,1,46,310,305500,-1
34202.287168544,2,3,54,304900,1
34202.330633059,1,47,246,304700,1
34202.356122036,1,48,182,305600,-1
34202.401796792,1,49,96,304700,1
34202.418113668,1,50,61,304900,1
34202.459044711,1,51,146,305500,-1
34202.466574969,4,41,56,305300,-1
34202.466870166,1,52,994,304800,1
34202.469042693,3,50,61,304900,1
34202.582533185,1,53,99,304900,1
34202.582738482,3,53,99,304900,1
34202.683527352,1,54,142,305300,-1
34202.683537655,1,55,217,305600,-1
34202.781952537,1,56,150,305300,-1
34202.782351580,1,57,282,305400,-1
34202.837386432,1,58,267,305400,-1
34202.841074815,1,59,130,304700,1
34202.841234585,1,60,64,304700,1
34202.873095123,1,61,126,305300,-1
34202.873131399,1,62,180,304700,1
34202.879547575,1,63,75,304900,1
34202.911038733,1,64,419,304500,1
34203.044572151,4,63,27,304900,1
34203.044594387,3,56,150,305300,-1
34203.044815018,3,41,142,305300,-1
34203.062452278,1,65,724,305400,-1
34203.135885721,3,61,126,305300,-1
34203.208464243,1,66,482,305500,-1
34203.294720119,3,63,48,304900,1
34203.379408239,1,67,95,305300,-1
34203.392888540,1,68,90,305200,-1
34203.392990565,3,68,90,305200,-1
34203.424165776,1,69,107,305200,-1
34203.424288838,1,70,349,305400,-1
34203.424372893,3,31,594,304800,1
34203.459107050,2,69,12,305200,-1
34203.470841518,3,52,994,304800,1
34203.512505139,2,5,160,304800,1
34203.512531975,1,71,292,304800,1
34203.569142586,3,71,292,304800,1
34203.569173495,1,72,44,304800,1
34203.583466450,3,72,44,304800,1
34203.610665653,1,73,139,304800,1
34203.657259449,1,74,32,304600,1
34203.657360708,4,73,139,304800,1
34203.657464985,1,75,277,304800,1
34203.657548129,4,75,130,304800,1
34203.667061240,1,76,291,305300,-1
34203.758644896,3,75,147,304800,1
34203.791715214,1,77,255,304800,1
34203.920351619,1,78,578,304800,1
34203.920514984,1,79,54,304700,1
34203.978503244,3,69,95,305200,-1
34203.978636371,1,80,190,305200,-1
34204.020359942,3,78,578,304800,1
34204.020586036,1,81,789,305300,-1
34204.053969714,3,77,255,304800,1
34204.054027220,1,82,263,304800,1
34204.136449511,3,82,263,304800,1
34204.254786939,1,83,192,304700,1
34204.344114015,1,84,65,304600,1
34204.362471680,1,85,233,304800,1
34204.362480019,3,85,233,304800,1
34204.362583530,1,86,253,304400,1
34204.362616260,1,87,145,304800,1
34204.402027518,1,88,303,305400,-1
34204.410861914,1,89,1739,304600,1
34204.441147652,1,90,143,305400,-1
34204.572646941,1,91,124,305500,-1
34204.653741756,3,87,145,304800,1
34204.653832423,1,92,129,304800,1
34204.703874036,3,80,190,305200,-1
34204.707723579,1,93,278,305200,-1
34204.710895078,3,92,129,304800,1
34204.730089839,1,94,182,304800,1
34204.732710624,1,95,514,305200,-1
34204.732712109,1,96,2,305400,-1
34204.732747140,3,94,182,304800,1
34204.732789407,1,97,221,304800,1
34204.770250495,4,62,180,304700,1
34204.770478171,3,97,221,304800,1
34204.799149573,1,98,267,304800,1
34204.799203197,1,99,1094,304400,1
34204.799341451,1,100,413,305400,-1
34204.813839223,2,98,239,304800,1
34204.814026884,2,98,28,304800,1
34204.818513545,1,101,286,304800,1
34204.820639108,3,101,286,304800,1
34204.857148999,1,102,58,304800,1
34204.971700045,1,103,326,304800,1
34204.971786304,1,104,591,305300,-1
34204.971850950,1,105,167,305100,-1
34205.013501441,3,70,349,305400,-1
34205.040569003,3,105,167,305100,-1
34205.086616301,1,106,1306,304600,1
34205.156685935,3,93,278,305200,-1
34205.156757482,1,107,122,305300,-1
34205.156896886,1,108,80,305400,-1
34205.218131357,1,109,1252,304600,1
34205.230595815,1,110,604,305400,-1
34205.230817884,1,111,79,304500,1
34205.274572660,3,95,514,305200,-1
34205.277767115,1,112,269,305300,-1
34205.278306472,1,113,263,305400,-1
34205.278467633,1,114,78,305200,-1
34205.308493444,3,114,78,305200,-1
34205.340147679,1,115,292,305300,-1
34205.414118898,1,116,136,305500,-1
34205.414243638,1,117,145,305200,-1
34205.479583122,2,103,299,304800,1
34205.518657922,3,117,145,305200,-1
34205.522501331,1,118,99,305500,-1
34205.522528886,1,119,107,305300,-1
34205.529333562,1,120,46,305200,-1
34205.529491752,4,102,58,304800,1
34205.582109869,1,121,97,304700,1
34205.620507202,1,122,129,305300,-1
34205.636313761,1,123,1932,305500,-1
34205.675928015,1,124,650,304700,1
34205.709207846,1,125,810,304700,1
34205.709328513,2,103,27,304800,1
34205.719502845,1,126,280,304700,1
34205.719733588,1,127,276,304600,1
34205.831037466,1,128,192,304600,1
34205.849838359,1,129,69,304800,1
34205.879949374,3,129,69,304800,1
34205.938232592,1,130,42,304700,1
34205.953583465,1,131,255,304800,1
34205.988139401,3,131,255,304800,1
34206.000753806,1,132,104,304600,1
34206.046073750,1,133,292,304600,1
34206.057242216,1,134,157,304400,1
34206.171481628,1,135,77,304800,1
34206.171518767,1,136,27,304600,1
34206.261137302,1,137,78,305400,-1
34206.261638227,3,120,46,305200,-1
34206.291549361,1,138,185,305200,-1
34206.324193848,3,135,77,304800,1
34206.325348567,1,139,290,304500,1
34206.368607547,1,140,192,304800,1
34206.451233793,2,140,192,304800,1
34206.490653005,1,141,129,304800,1
34206.514582948,1,142,501,305300,-1
34206.557957275,1,143,54,305400,-1
34206.662883745,2,141,129,304800,1
34206.670737713,1,144,60,304400,1
34206.776197263,1,145,140,304800,1
34206.836282573,1,146,580,305200,-1
34206.875864096,1,147,1275,304600,1
34206.906370034,1,148,494,305300,-1
34206.906573509,4,145,30,304800,1
34206.906591240,3,145,110,304800,1
34206.972466727,1,149,298,304800,1
34206.972685728,3,138,185,305200,-1
34207.007238215,1,150,670,304500,1
34207.007353035,3,149,298,304800,1
34207.033612495,1,151,263,304700,1
34207.053224748,1,152,63,304400,1
34207.053313355,1,153,35,304700,1
34207.085122617,1,154,194,304400,1
34207.140346568,1,155,98,304800,1
34207.140523111,1,156,315,305200,-1
34207.156581210,1,157,378,305400,-1
34207.235126068,1,158,90,305200,-1
34207.264726527,3,155,98,304800,1
34207.264773250,1,159,55,304500,1
34207.395849200,1,160,100,304700,1
34207.428297305,1,161,67,304700,1
34207.428461245,1,162,114,304800,1
34207.428505859,3,146,580,305200,-1
34207.527253030,1,163,155,305400,-1
34207.551643691,3,156,315,305200,-1
34207.579350191,3,162,114,304800,1
34207.589411860,1,164,32,304800,1
34207.590088945,1,165,93,304700,1
34207.611179053,3,164,32,304800,1
34207.637203649,1,166,155,304800,1
34207.688586395,3,166,155,304800,1
34207.696508029,1,167,274,304500,1
34207.711378871,1,168,249,304400,1
34207.719322356,1,169,84,304400,1
34207.749388373,1,170,238,304700,1
34207.785613899,1,171,164,304800,1
34207.884799456,3,158,90,305200,-1
34207.987175921,1,172,244,305200,-1
34208.056544366,1,173,34,305300,-1
34208.064062931,1,174,1871,304500,1
34208.064302683,2,172,205,305200,-1
34208.100971962,1,175,33,305400,-1
34208.101651011,1,176,365,304700,1
